precision,recall
0.3021702838063439,1.0
0.3018789144050104,0.9986187845303868
0.30200501253132833,0.9986187845303868
0.30213121604680315,0.9986187845303868
0.30225752508361203,0.9986187845303868
0.30238393977415307,0.9986187845303868
0.302510460251046,0.9986187845303868
0.3026370866471327,0.9986187845303868
0.3027638190954774,0.9986187845303868
0.3028906577293674,0.9986187845303868
0.3030176026823135,0.9986187845303868
0.3031446540880503,0.9986187845303868
0.30327181208053694,0.9986187845303868
0.3033990767939572,0.9986187845303868
0.3035264483627204,0.9986187845303868
0.3036539269214616,0.9986187845303868
0.303781512605042,0.9986187845303868
0.30390920554854983,0.9986187845303868
0.30403700588730026,0.9986187845303868
0.30416491375683635,0.9986187845303868
0.3042929292929293,0.9986187845303868
0.3044210526315789,0.9986187845303868
0.3045492839090143,0.9986187845303868
0.30467762326169406,0.9986187845303868
0.3048060708263069,0.9986187845303868
0.30493462673977223,0.9986187845303868
0.3050632911392405,0.9986187845303868
0.3051920641620937,0.9986187845303868
0.30532094594594594,0.9986187845303868
0.30544993662864384,0.9986187845303868
0.3055790363482671,0.9986187845303868
0.30570824524312895,0.9986187845303868
0.30583756345177665,0.9986187845303868
0.30596699111299197,0.9986187845303868
0.3060965283657917,0.9986187845303868
0.3062261753494282,0.9986187845303868
0.30635593220338986,0.9986187845303868
0.3064857990674014,0.9986187845303868
0.30661577608142493,0.9986187845303868
0.30674586338565973,0.9986187845303868
0.3068760611205433,0.9986187845303868
0.3070063694267516,0.9986187845303868
0.30713678844519965,0.9986187845303868
0.30726731831704207,0.9986187845303868
0.30739795918367346,0.9986187845303868
0.30752871118672903,0.9986187845303868
0.3076595744680851,0.9986187845303868
0.30779054916985954,0.9986187845303868
0.30792163543441226,0.9986187845303868
0.30805283340434597,0.9986187845303868
0.30818414322250637,0.9986187845303868
0.30831556503198293,0.9986187845303868
0.3084470989761092,0.9986187845303868
0.3085787451984635,0.9986187845303868
0.30871050384286935,0.9986187845303868
0.308842375053396,0.9986187845303868
0.308974358974359,0.9986187845303868
0.30910645575032064,0.9986187845303868
0.3092386655260907,0.9986187845303868
0.30937098844672656,0.9986187845303868
0.3095034246575342,0.9986187845303868
0.30963597430406853,0.9986187845303868
0.3097686375321337,0.9986187845303868
0.30990141448778397,0.9986187845303868
0.3100343053173242,0.9986187845303868
0.31016731016731014,0.9986187845303868
0.31030042918454936,0.9986187845303868
0.3104336625161013,0.9986187845303868
0.31056701030927836,0.9986187845303868
0.3107004727116459,0.9986187845303868
0.3108340498710232,0.9986187845303868
0.3109677419354839,0.9986187845303868
0.3111015490533563,0.9986187845303868
0.31123547137322427,0.9986187845303868
0.31136950904392763,0.9986187845303868
0.3115036622145627,0.9986187845303868
0.3116379310344828,0.9986187845303868
0.3117723156532988,0.9986187845303868
0.31190681622088007,0.9986187845303868
0.31204143288735436,0.9986187845303868
0.3121761658031088,0.9986187845303868
0.3123110151187905,0.9986187845303868
0.31244598098530685,0.9986187845303868
0.3125810635538262,0.9986187845303868
0.31271626297577854,0.9986187845303868
0.3128515794028559,0.9986187845303868
0.312987012987013,0.9986187845303868
0.3131225638804677,0.9986187845303868
0.31325823223570193,0.9986187845303868
0.31339401820546164,0.9986187845303868
0.313529921942758,0.9986187845303868
0.3136659436008677,0.9986187845303868
0.3138020833333333,0.9986187845303868
0.3139383412939644,0.9986187845303868
0.31407471763683753,0.9986187845303868
0.31421121251629724,0.9986187845303868
0.3143478260869565,0.9986187845303868
0.3144845585036973,0.9986187845303868
0.31462140992167104,0.9986187845303868
0.3147583804962995,0.9986187845303868
0.31489547038327526,0.9986187845303868
0.3150326797385621,0.9986187845303868
0.3151700087183958,0.9986187845303868
0.3153074574792848,0.9986187845303868
0.31544502617801046,0.9986187845303868
0.3155827149716281,0.9986187845303868
0.31572052401746725,0.9986187845303868
0.31585845347313235,0.9986187845303868
0.3159965034965035,0.9986187845303868
0.31613467424573677,0.9986187845303868
0.31627296587926507,0.9986187845303868
0.3164113785557987,0.9986187845303868
0.31654991243432573,0.9986187845303868
0.316688567674113,0.9986187845303868
0.3168273444347064,0.9986187845303868
0.3169662428759316,0.9986187845303868
0.3171052631578947,0.9986187845303868
0.31724440544098287,0.9986187845303868
0.3173836698858648,0.9986187845303868
0.31752305665349145,0.9986187845303868
0.31766256590509667,0.9986187845303868
0.3178021978021978,0.9986187845303868
0.3179419525065963,0.9986187845303868
0.31808183018037833,0.9986187845303868
0.3182218309859155,0.9986187845303868
0.31836195508586523,0.9986187845303868
0.3185022026431718,0.9986187845303868
0.31864257382106653,0.9986187845303868
